"MENU NAME","OPTION NUMBER","TYPE M/C/P","OPTION DESCRIPTION ENGLISH","OPTION DESCRIPTION FRENCH","OPTION DESCRIPTION SPANISH","COMMAND TO PROCESS OPTION","EFFECTIVE DATE OF OPTION","Hidden Needs Special Auth","Update Option =U","Usage Type R/I/M"
"CAMENU25",60,"M","Shared Services Report Menu","Menu rapport services communs","Shared Services Report Menu","CAMENU25R","2010-08-08","N","N",""
"CAMENU25",61,"M","Shared Services Check Processing Menu","Menu traitement de chèques services communs","Shared Services Check Processing Menu","CAMENU2561","2011-04-23","N","N",""
"CAMENU25",62,"M","Shared Services Regional Accounts Receivables","Shared Services Regional Accounts Receivables","Shared Services Regional Accounts Receivables","CAMENU2562","2018-02-02","N","N",""
"CAMENU25R",1,"P","Expense Vendor Purge Prep Report","Rapport préparatoire de purge de charges du fournisseur","Expense Vendor Purge Prep Report","CALL BCV035MU","2010-08-08","N","N",""
"CAMENU25R",2,"C","Print Expense Vendor 1099 Report","Imprimer rapport de charges du fournisseur 1099","Print Expense Vendor 1099 Report","CALL AP1099RMU","2010-09-04","N","N",""
"CAMENU2561",22,"P","Print Cash Disbursements Due List","Imprimer liste des décaissements dus","Print Cash Disbursements Due List","CALL APDUEDATMU","2011-04-23","N","N",""
"CAMENU2561",23,"P","Enter Items To Be Paid","Saisir articles à régler","Enter Items To Be Paid","CALL APPMTSELMU","2011-04-23","N","Y",""
"CAMENU2561",24,"P","Print Accounts Payable Checks","Imprimer les chèques pour comptes fournisseurs","Print Accounts Payable Checks","CALL APCKSLMU","2011-04-23","N","Y",""
"CAMENU2561",25,"P","Release EFT/ACH Payments","Verser paiements TEF/CCA","Release EFT/ACH Payments","CALL AP0500CL","2011-04-23","N","Y",""
"CAMENU2561",31,"P","Void Accounts Payable Checks","Annuler chèques comptes fournisseurs","Void Accounts Payable Checks","CALL APCHKVDMU1","2011-04-23","N","Y",""
"CAMENU2561",50,"P","Print Voided Check Register","Imprimer registre de chèques annulés","Print Voided Check Register","CALL APVDCREGM1","2011-04-23","N","N",""
"CAMENU2561",51,"C","Display Cash Requirements By Date","Afficher les besoins de trésorerie par date","Display Cash Requirements By Date","CALL APCREQ","2011-04-30","N","N",""
"CAMENU2562",1,"P","Regional Cash Posting to Corporate","Regional Cash Posting to Corporate","Regional Cash Posting to Corporate","CALL AR0008MU2","2018-02-02","N","Y",""
"CEMENU",2,"C","Add user to Gentran","Ajouter utilisateur à Gentran","Add user to Gentran","GENMAINBZL","2009-10-04","N","Y",""
"CEMENU",4,"P","Customer/Ship To Xref Maintenance","Mise à jour renvoi client/livrer à","Customer/Ship To Xref Maintenance","CALL AR0024MU","2009-10-31","N","Y",""
"CEMENU",5,"C","Control File Maintenance","Mise à jour fichier de contrôle","Control File Maintenance","CALL EDICTL01","2009-10-31","N","Y",""
"CEMENU",6,"C","Error Message Display","Afficher message d'erreur","Error Message Display","WRKMSGD MSGF(DSEDIMSG)","2009-10-31","N","Y",""
"CEMENU",7,"C","Corporate Vendor Master EDI Data Maintenance","Mise à jour données de fichiers EDI fournisseur d'entreprise","Mtto de Proveedores EDI Corporativo","CALL BCV001RMU PARM('I' 'M')","2007-12-15","N","Y",""
"CEMENU",8,"C","BlackLine Fixed Asset Build","Créer immobilisations BlackLine","BlackLine Fixed Asset Build","CALL BLKFA01CL PARM('COBLKLINEM' 'Y')","2013-07-16","N","Y",""
"CEMENU",9,"P","Purchase Order Error Correction","Correction erreurs commandes d'achat","Corrección de Errores en Orden de Compra","CALL EDEPO1CLMU","2013-07-26","N","Y",""
"CEMENU",10,"P","Regional Order Separation","Séparation régionale des commandes","Separación Regional de Ordenes","CALL EDRP01MU","2013-07-26","N","Y",""
"CEMENU",11,"C","Corporate Trading Partner Cross-Reference","Renvoi partenaires commerciaux de l'entreprise","Corporate Trading Partner Cross-Reference","CALL CTP001","2016-01-22","N","Y",""
"CEMENU",12,"C","Submit Vendor Migration","Submit Vendor Migration","Submit Vendor Migration","CALL PGM(EDIVNDMGR)","2021-06-11","N","Y",""
"CEMENU",13,"C","Submit PO SRC Migration","Submit PO SRC Migration","Submit PO SRC Migration","CALL PGM(EDIPOMGR)","2021-06-11","N","Y",""
"CEMENU",20,"C","Vendor Trading Partner Options","Vendor Trading Partner Options","Vendor Trading Partner Options","Call PGM(VNDTPD1)","2022-02-18","N","Y",""
"CMMENU",1,"P","Go for the Gold Vendor/Item Entry","Visez l'or saisie de fournisseurs/d'articles","Go for the Gold - Ingreso de Proveedor/Item","CALL DS0049MU","2006-12-16","N","Y",""
"CMMENU",2,"C","Go for the Gold Registration","Inscription à Visez l'or","Go for the Gold - Registro","CALL GOLD17 PARM('M')","2006-12-16","N","Y",""
"CMMENU",3,"P","Go for the Gold Customer Groups","Groupes de clients Visez l'or","Go for the Gold - Grupos de Cliente","CALL GOLD03","2006-12-16","N","Y",""
"CMMENU",4,"C","SIC Code Maintenance","Mise à jour code CTI","Mtto de Códigos SIC","CALL DS0254","2007-04-07","N","Y",""
"CMMENU",5,"P","Load Items and Points from Spreadsheet","Charger les articles et points à partir de la feuille de calcul","Cargar Items y Puntos de Hoja de Calculo","CALL GOLD28MU","2007-06-12","N","Y",""
"CMMENU",6,"P","Load Customer Groups from Spreadsheet","Charger groupes de clients à partir de la feuille de calcul","Load Customer Groups from Spreadsheet","CALL PGM(GOLD30MU)","2009-04-18","N","Y",""
"CMMENU",20,"P","Pre Go for the Gold Analysis","Analyse préalable à Visez l'or","Análisis de Pre Go for the Gold","CALL GOLD18MU","2006-12-16","N","N",""
"CMMENU",21,"P","Go for the Gold Vendor Reports","Rapports fournisseurs Visez l'or","Go for the Gold - Reportes de Proveedores","CALL DS0050MU","2006-12-16","N","N",""
"CMMENU",22,"P","Go for the Gold Unit of Measure Comparison","Comparatif d'unités de mesure Visez l'or","Go for the Gold - Comparación de UDM","CALL GOLD24MU","2006-12-16","N","N",""
"CMMENU",23,"C","Go for the Gold program header entry","Entrée d'en-tête du programme Visez l'or","Go for the Gold program header entry","CALL GOLD01 PARM('U' 'G' ' ')","2010-02-06","N","Y",""
"CMMENU",40,"C","Customer Class Code Maintenance","Mise à jour du code de classe client","Mtto de Códigos de Clase de Cliente","CALL DS0236 PARM('U' ' ')","2008-05-04","N","Y",""
"CMMENU",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2007-09-17","*","N",""
"COMENU",1,"C","Assistant Security Menu","Menu assistance à la sécurité","Assistant Security Menu","GO MENU(TAATOOL/SECOFR2)","2009-11-14","N","Y",""
"COMENU",2,"C","User Profile / DEVD Search","Profil de l'utilisateur / Recherche DEVD","User Profile / DEVD Search","CALL PCSUPT/PCSUPTC","2009-11-14","N","Y",""
"COMENU",3,"C","Controller / Device Menu","Menu de contrôleurs / appareils","Controller / Device Menu","CALL BUNZLOPS/CTLDEVMENU","2009-11-14","N","Y",""
"COMENU",4,"C","Work with Writers (EWRKOUTQ)","Travailler avec Writers (EWRKOUTQ)","Work with Writers (EWRKOUTQ)","EWRKOUTQ","2009-11-14","N","Y",""
"COMENU",5,"C","Work Spool Archive","Archiver Spouleur travaux","Work Spool Archive","? TAATOOL/WRKSPLARC SPLARCLIB(SPLBACKUP)","2009-11-14","N","Y",""
"COMENU",6,"C","Find Where an Object is Used","Trouver où est utilisé un objet","Find Where an Object is Used","CALL UT9000MU","2009-11-14","N","Y",""
"COMENU",7,"P","Robot Companies","Sociétés collectrices","Robot Companies","CALL ROB001MU","2009-11-14","N","Y",""
"COMENU",8,"C","Dayend / Weekend / Monthend Set Up Inquiry","Requête sur la constitution fin de journée / fin de semaine / fin de m","Dayend / Weekend / Monthend Set Up Inquiry","CALL ROB005 'I'","2009-11-14","N","N",""
"COMENU",9,"C","Fast Fax","Télécopie par voie rapide","Fast Fax","FFXMAIN","2009-11-14","N","Y",""
"COMENU",10,"P","Gentran Main Menu","Menu principal Gentran","Gentran Main Menu","CALL GENMAINMU","2009-11-14","N","Y",""
"COMENU",11,"P","Payroll Menu","Menu Paie","Payroll Menu","CALL PAY001MU","2009-11-14","N","Y",""
"COMENU",12,"C","Trailblazer Communications Menu","Menu de communications Trailblazer","Trailblazer Communications Menu","CALL DSJOBM35","2009-11-14","N","Y",""
"COMENU",13,"C","Name and Address","Nom et adresse","Name and Address","CORPNAMADR","2009-11-14","N","Y",""
"COMENU",14,"C","Verify Port 5012 is running for PayWare","Vérifier si le port 5012 est exécuté pour PayWare","Verify Port 5012 is running for PayWare","CALL RITALOGCL PARM('N')","2013-01-30","N","N",""
"COMENU",15,"C","Manage Equipment with ADB","Gérer équipement au moyen de ADB","Manage Equipment with ADB","CALL OPP000CL PARM('U')","2014-07-24","N","N",""
"COMENU",16,"C","Enable/Reset User Profile","Activer/Réinitialiser profil de l'utilisateur","Reinicializar La Cuenta Del Sistema","CALL SYS003CL","2015-02-06","N","Y",""
"CPMENU",1,"C","Maintain User Menu Security","Mettre à jour menu sécurité de l'utilisateur","Mantener la seguridad por menu de los Usuarios","CALL SCCHK3 PARM('          ' 'U' '  ' '   ' 'U')","2005-09-10","Y","Y",""
"CPMENU",2,"C","Maintain Menu Headers","Mettre à jour les en-têtes de menu","Mantener encabezados de los Menus","CALL MNU005","2004-04-03","Y","Y",""
"CPMENU",3,"C","Maintain Directories to be cleared by # of days","Mettre à jour répertoires à être effacés d'ici # de jours","Mantener los Directorios a ser Limpiados por # de días.","CALL CGI008","2004-08-30","Y","Y",""
"CPMENU",4,"C","Robot Dayend/Weekend/Monthend Set up File Maintenance","Mise à jour fichier de montage pour robot fin journée/semaine/mois","Mtto de Configuración por Robot de Fin de Día-Semana-Mes","CALL ROB005 'U'","2004-08-30","Y","Y",""
"CPMENU",5,"C","Credit Card Transaction Inquiry","Requête sur les transactions de cartes de crédit","Consulta de Transacciones de Tarjeta de Crédito","CALL CC0102CPCL PARM('         ')","2016-10-04","Y","N",""
"CPMENU",6,"C","Positions for Critical Menu Access","Positions pour l'accès aux menus essentiels","Puestos para los Accesos de Menus Críticos","CALL CMA001CL 'U'","2007-12-01","N","Y",""
"CPMENU",7,"C","Critical Menu Access Maintenance","Mise à jour accès aux menus essentiels","Mtto del Menu de Accesos Críticos","CALL CMA003 'U'","2005-12-24","N","Y",""
"CPMENU",8,"C","AUDIT - Run User Profile Report","AUDIT - Exécuter un profil de l'utilisateur","AUDIT - Run User Profile Report","? ADSPPRF","2010-01-23","N","N",""
"CPMENU",9,"C","Create Security for Non-Update Options","Créer sécurité pour les options non actualisées","Crear Seguridad para Opciones que No Actualizan","CALL BUUS10","2006-06-05","N","Y",""
"CPMENU",10,"C","Display Bunzl Error Messages","Afficher messages d'erreur de Bunzl","Desplegar Mensajes de Error Bunzl","CALL UTBUN00CL","2006-07-01","N","N",""
"CPMENU",11,"C","Work With Bunzl Error Messages","Travailler avec les messages d'erreur de Bunzl","Trabajar con Mensajes de Error Bunzl","CALL WRKMSGFMU PARM('M')","2006-07-01","N","Y",""
"CPMENU",12,"C","Object Utilization Review","Examen d'utilisation des objets","Object Utilization Review","CALL UT9000MU","2009-06-13","N","N",""
"CPMENU",13,"C","Journal Tool","Outil journal","Herramienta Diario","CALL JRNTOOL","2006-09-09","N","Y",""
"CPMENU",14,"C","Corporate Names and Addresses","Noms et adresses des entreprises","Nombres y Direcciones Corporativas","CALL CPMNU014CL","2006-09-23","Y","N",""
"CPMENU",18,"C","Regional Authorization Maintenance","Mise à jour autorisation régionale","Mantenimiento de Autorización Regional","CALL REG001","2007-12-18","N","Y",""
"CPMENU",20,"P","Remove Security for Deleted Options","Supprimer sécurité pour les options supprimées","Remover la Seguridad de Opciones Borradas","CALL SCCLN1MU","2005-12-03","N","Y",""
"CPMENU",21,"C","Maintain the GTNDTAARA data area for 1SYNC","Mettre à jour la zone de données GTNDTAARA pour 1SYNC","Maintain the GTNDTAARA data area for 1SYNC","CALL GTN000 PARM('M')","2008-03-23","Y","Y",""
"CPMENU",22,"C","Purge File Processes Maintenance","Purger mise à jour processus associés aux fichiers","Purge File Processes Maintenance","CALL PRG002 PARM('M')","2011-09-27","N","Y",""
"CPMENU",23,"C","Purge File Processes Inquiry","Purger requête sur les processus associés aux fichiers","Purge File Processes inquiry","CALL PRG002 PARM('I')","2011-09-27","N","N",""
"CPMENU",25,"C","Maintain Pallet Truck Number in DSPALLB","Mettre à jour numéro de transporteur de palettes dans DSPALLB","Maintain Pallet Truck Number in DSPALLB","CALL UT0240","2012-02-17","N","U",""
"CPMENU",26,"C","Pallet Fee Definiton Maintenance","Mise à jour de la définition des frais de palette","Pallet Fee Definiton Maintenance","CALL DS0580 'M'","2013-01-30","N","Y",""
"CPMENU",30,"C","Robot Menu","Menu collecteurs","Menu Robot","RBO","2006-06-05","N","N",""
"CPMENU",34,"C","Real Vision Image Menu (RVI)","Menu d'images de Real Vision (RVI)","Menu de Imagen de Real Vision","CALL RVI","2006-06-05","N","Y",""
"CPMENU",35,"C","Optio Main Menu","Menu principal Optio","Menu de Optio","CALL OP","2006-06-05","N","Y",""
"CPMENU",36,"C","TL Ashford Main Menu","Menu principal TL Ashford","Menu TL Ashrofd","LBLMENU","2006-06-05","N","Y",""
"CPMENU",37,"C","Work Active Job","Faire travail actif","Ver Trabajos Activos","CALL WAJ","2006-06-05","N","Y",""
"CPMENU",38,"C","Work User Job","Faire travail d'utilisateur","Ver Trabajos de Usuario","CALL WUJ","2006-06-05","N","Y",""
"CPMENU",39,"C","Turnover Main Menu","Menu principal volume des transactions","Menu de Turnover","TURNOVER","2006-06-05","N","N",""
"CPMENU",44,"C","Maintain P/B Label Minimum Override Qty","Mettre à jour la quantité minimale à écraser pour étiquettes P/B","Mtto de Cant de Sobreescritura Minima de Etiquetas de P/B","CALL DSPBL01CL","2007-12-01","N","Y",""
"CPMENU",45,"C","Maintain the MDI Transmission Data Areas","Mettre à jour les zones de transmission de données MDI","Maintain the MDI Transmission Data Areas","CALL MDI001 'M'","2008-09-20","N","Y",""
"CPMENU",70,"P","Delete invalid items from customer price files","Supprimer les articles non valides des fichiers de prix du client","Eliminar items inválidos del archivo de Precios del Cliente","CALL PC0005","2004-08-30","Y","Y",""
"CPMENU",71,"C","Change Order Date of Open Order","Changer la date de commande de la commande ouverte","Cambiar le fecha de la orden de una orden abierta","CALL OE4001","2006-05-06","N","Y",""
"CPMENU",72,"C","Fix DSLIFO First Receipt Dates","Fixer les premières dates de réception DSLIFO","Arreglar Fecha de Primer Recibo DSLIFO","CALL FIXLIFOMU","2006-05-20","N","Y",""
"CPMENU",73,"P","Fix Price Change Batch Status","Fixer l'état du lot de changement de prix","Fix Price Change Batch Status","CALL PC0101","2008-04-19","N","Y",""
"CPMENU",74,"C","Reset AP Duelist In-Use Flag","Réinitialiser drapeau en utilisation échéancier CF","Reset AP Duelist In-Use Flag","CALL APDUERST","2008-05-03","N","Y",""
"CPMENU",75,"C","Reset AP Checks In-Use Flag","Réinitialiser drapeau en utilisation chèques CF","Reset AP Checks In-Use Flag","CALL APCHKRST","2009-11-14","N","Y",""
"CPMENU",76,"C","Clear Cust/Ship To In Use Record in DSSHPUSE","Dédouaner/expédier à - dossier utilisé dans DSSHPUSE","Clear Cust/Ship To In Use Record in DSSHPUSE","CALL RMVSHPUSE","2010-12-04","Y","Y",""
"CPMENU",77,"C","Reset National AR Batch to allow resend","Réinitialiser le lot national CC pour permettre un renvoi","Reset National AR Batch to allow resend","CALL BNA137","2011-10-14","N","Y",""
"CPMENU",78,"P","Bin Type Mass Update","Mise à jour en masse du type d'emplacement","Bin Type Mass Update","CALL PGM(BINTC01)","2012-05-04","N","N",""
"CPMENU",79,"C","Auto Menu Role Maintenance","Auto Menu Role Maintenance","Auto Menu Role Maintenance","CALL MNU020  PARM('M')","2016-09-28","N","Y","M"
"CPMENU",80,"C","Auto Menu Role Inquiry","Auto Menu Role Inquiry","Auto Menu Role Inquiry","CALL MNU020  PARM('I')","2016-09-28","N","N","I"
"CPMENU",81,"C","Removal of Credit Card Token Data","Suppression des données de jeton de carte de crédit","Eliminación de los datos del token de la tarjeta de crédito","Call CCTKDLT","2018-06-08","N","Y","M"
"CPMENU",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"CRMENU",1,"P","Corporate Rebates Budget/Accrual Maintenance","Mise à jour budget de ristournes/abonnements d'entreprise","Rebate Corporativo - Mtto de Presupuesto-Reserva","CALL CR0100MU","2005-03-08","Y","Y",""
"CRMENU",2,"C","Corporate Rebates Vendor Contract Maintenance","Ristournes d'entreprise - Mise à jour contrat du fournisseur","Rebate Corporativo - Mtto del Contacto de Proveedor","CALL CR0102 'M'","2005-02-28","Y","Y",""
"CRMENU",3,"C","Corporate Rebates Vendor Contract Inquiry","Ristournes d'entreprise - Requête sur le contrat du fournisseur","Rebate Corporativo - Consulta de Contacto de Proveedor","CALL CR0102 'I'","2005-02-28","Y","N",""
"CRMENU",4,"P","Corporate Rebates Remittance Entry","Saisie de versement de ristournes d'entreprise","Rebate Corporativo - Ingreso de Detalle de Pago","CALL CR0104MU","2005-03-15","Y","Y",""
"CRMENU",8,"P","Corporate Rebates Remittance Inquiry/Void","Requête/annulation de versement de ristournes d'entreprise","Rebate Corporativo - Consulta y Canc de Detalle de Pago","CALL CR0106MU","2005-03-15","Y","Y",""
